Title,Authors,Year,Journal,DOI,Source
An uncertainty-based quality evaluation tool for nanoindentation systems,"Giacomo Maculotti, Gianfranco Genta, Maurizio Galetto",2024,Measurement,10.1016/j.measurement.2023.113974,CrossRef
Yüzey Pürüzlülüğü Ölçme İşleminde Ölçme Belirsizliği Hesapları ve Belirsizlik Bütçesi Tablosu,"Anıl AKDOĞAN, Ali Serdar VANLI",2019,Çukurova Üniversitesi Mühendislik-Mimarlık Fakültesi Dergisi,10.21605/cukurovaummfd.609419,CrossRef
Revolution of measurement uncertainties due to the introduction of lasers,Masatoshi Kajita,2019,"Measurement, Uncertainty and Lasers",10.1088/978-0-7503-2328-4ch5,CrossRef
Appendix,,2002,Series in Measurement Science and Technology,10.1201/9781420034363.ax,CrossRef
Estimating measurement uncertainty using a cause and effect and reconciliation approachPart 2.† Measurement uncertainty estimates compared with collaborative trial expectation‡,"Vicki J. Barwick, Stephen L. R. Ellison",1998,Analytical Communications,10.1039/a806576d,CrossRef
"Measurement Uncertainty in Manufacturing Metrology: Uncertainty Analysis on the Measurement of Single-Fiber, PC Endface Fiber-Optic Connectors","Mario O. Valdez, Edward P. Morse, Charles G. Stroup",2018,NCSLI Measure,10.1080/19315775.2019.1605861,CrossRef
Gage Capability as a Measurement Process Capability Study,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.1007/978-3-446-42955-0_5,CrossRef
Minimum requirements for the estimation of measurement uncertainty: Recommendations of the joint Working group for uncertainty of measurement of the CSMBLM and CCMB,"Ivana Ćelap, Ines Vukasović, Gordana Juričić, Ana-Maria Šimundić",2017,Biochemia Medica,10.11613/bm.2017.030502,CrossRef
Relationship between performance characteristics obtained from an interlaboratory study programme and combined measurement uncertainty: a case study,"Adriaan M. H. van der Veen, A. J. M. Broos, Anton Alink",1998,Measurement Uncertainty in Chemical Analysis,10.1007/978-3-662-05173-3_32,CrossRef
"Experimental determination of pressure-broadening parameters of millimeter-wave transitions of HNO3 perturbed by N2 and O2, and of their temperature dependences","Jean-Marcel Colmont, Bilal Bakri, François Rohart, Georges Wlodarczak",2003,Journal of Molecular Spectroscopy,10.1016/s0022-2852(03)00104-8,CrossRef
Measurement uncertainty,"A. Ferrero, S. Salicone",2006,IEEE Instrumentation and Measurement Magazine,10.1109/mim.2006.1637979,CrossRef
The Principle of Maximum Entropy Applied in the Evaluation of the Measurement Uncertainty,"G. Iuculano, L. Nielsen, A. Zanobini, G. Pellegrini",,Proceedings of the 2006 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement (AMUEM 2006),10.1109/amyem.2006.1650739,CrossRef
Appendix,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.3139/9783446429550.bm,CrossRef
Patterns and approaches for reexamining the guide to the expression of uncertainty in measurement. Part 2. Formation and procedures for evaluation of uncertainty,E. A. Golubev,2013,Measurement Techniques,10.1007/s11018-013-0132-2,CrossRef
Incorporation of measurement uncertainty into optically-inspired measurement-to-track data association,"Stephen C. Stubberud, Kathleen A. Kramer",2010,2010 IEEE Instrumentation &amp; Measurement Technology Conference Proceedings,10.1109/imtc.2010.5488113,CrossRef
Welfare Measurement under Uncertainty,"Thomas Aronsson, Karl-Gustaf Löfgren, Kenneth Backlund",2004,Welfare Measurement in Imperfect Markets,10.4337/9781845421519.00014,CrossRef
From the absolute to uncertainty [metrology],D.W. Braudaway,2005,Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2005.1594593,CrossRef
GD&amp;T task specific measurement uncertainty evaluation for manufacturing floor,"Osamu Sato, Toshiyuki Takatsuji, Yuka Miura, Shouichi Nakanishi",2021,Measurement: Sensors,10.1016/j.measen.2021.100141,CrossRef
"Measurement of /sup 238/U(n,n'. gamma. ) and /sup 7/Li(n,n'. gamma. ) gamma-ray production cross sections. [0. 48 to 5. 0 MeV, preliminary results]","D. K. Olsen, G. L. Morgan, J. W. McConnell",1979,,10.2172/5893653,CrossRef
Profile surface roughness measurement using metrological atomic force microscope and uncertainty evaluation,"Ichiko Misumi, Kazuya Naoi, Kentaro Sugawara, Satoshi Gonda",2015,Measurement,10.1016/j.measurement.2015.05.026,CrossRef
Expression of uncertainty II [breaker page],,2006,Proceedings of the 2006 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement (AMUEM 2006),10.1109/amyem.2006.1650740,CrossRef
Silicon solar cells as a gamma ray dosimeter,"H.M. Diab, A. Ibrahim, R. El-Mallawany",2013,Measurement,10.1016/j.measurement.2013.06.012,CrossRef
VARIABLE-TEMPERATURE PRESSURE BROADENING OF H2S BY O2 AND N2,"CHRISTOPHER D. BALL, J.M. DUTTA, MATTHEW M. BEAKY, THOMAS M. GOYETTE, FRANK C. DE LUCIA",1999,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/s0022-4073(98)00065-x,CrossRef
Nuclear energy. Waste-packages activity measurement,,,,10.3403/03108356,CrossRef
Multiphase Flow Measurement Using Multiple Energy Gamma Ray Absorption (MEGRA) Composition Measurement,"A.M. Scheers, W.F.J. Slijkerman",1996,Proceedings of SPE Annual Technical Conference and Exhibition,10.2523/36593-ms,CrossRef
Measurement of Nonlinear Index n2(λ) By Using White Laser Pulses,"Jianming Zhao, Qiuming Qian, Zhijiang Wang",1993,Organic Thin Films for Photonic Applications,10.1364/otfa.1993.wd.17,CrossRef
"Variable temperature pressure broadening of the 41,4–32,1 transition of H2O by O2 and N2","Thomas M. Goyette, Frank C. DeLucia, J.M. Dutta, C.R. Jones",1993,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/0022-4073(93)90062-m,CrossRef
"Measurements of NH3 linestrengths and collisional broadening coefficients in N2, O2, CO2, and H2O near 1103.46cm−1","Kyle Owen, Et-touhami Es-sebbar, Aamir Farooq",2013,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/j.jqsrt.2013.02.001,CrossRef
"Atom-atom potential in rotational line broadening for molecular gases: Application to CO lines broadened by CO, N2, O2 and NO","Jeanine Bonamy, Daniel Robert",1976,Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/0022-4073(76)90100-x,CrossRef
Measurement and Modeling of Blocking Contacts for Cadmium Telluride Gamma Ray Detectors,Patrick Beck,2010,,10.2172/990413,CrossRef
Measurement of B --&amp;gt; K*gamma Branching Fractions and Charge Asymmetries,Colin P Jessop,2001,,10.2172/798904,CrossRef
Gamma Ray Absorption Logs,,1994,"Theory, Measurement, and Interpretation of Well Logs",10.2118/9781555630560-08,CrossRef
"Experimental measurement of E to H mode transition in O2, N2 and O2-N2 gases in cylindrical ICP source for photoresist dry-strip applications","S. Nawaz, H. S. Rhee, D. H. Kim, S. J. Yoon",2017,2017 IEEE International Conference on Plasma Science (ICOPS),10.1109/plasma.2017.8496273,CrossRef
Voltage estimation in power distribution networks. A case study on data aggregation and measurement uncertainty,"Dan Apetrei, Ioan Silvas, Mihaela Albu, Petru Postolache, Ralf Neurohr",2009,2009 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2009.5207600,CrossRef
Measurement of the molal heat capacity of H2N2 mixtures,"H. Knapp, K. Schmölling, A. Neumann",1976,Cryogenics,10.1016/0011-2275(76)90266-6,CrossRef
PRECISION MEASUREMENT OF THE $sup 203$Hg BETA--GAMMA DIRECTIONAL CORRELATION.,"S.J. Cipolia, R.M. Steffen",1970,,10.2172/4116029,CrossRef
"Diode-laser measurements of O2, N2 and air-pressure broadening and shifting of NH3 in the 10μm spectral region","M. Dhib, N. Ibrahim, P. Chelin, M.A. Echargui, H. Aroui, J. Orphal",2007,Journal of Molecular Spectroscopy,10.1016/j.jms.2007.02.013,CrossRef
Positron lifetime and Doppler broadening of annihilation gamma-line measurements in neutron irradiated chromium,"T. Troev, I. Mincov, A. Shofan, Ch. Angelov",1989,Physics Letters A,10.1016/0375-9601(89)90509-4,CrossRef
"Diagnostics of Fusion Plasma with D(<i>d,γ</i>)<sup>4</sup>He Gamma-Line Broadening: A Feasibility Study","Alessandro Fubini, Marcel Haegi",1994,Fusion Technology,10.13182/fst94-a30289,CrossRef
Nuclear energy. Waste-packages activity measurement,,,,10.3403/03108356u,CrossRef
"Shifting and broadening parameters of the water vapor 183-GHz line (313–220) by H2O, O2, N2, CO2, H2, He, Ne, Ar, and Kr at room temperature",Guerman Yu. Golubiatnikov,2005,Journal of Molecular Spectroscopy,10.1016/j.jms.2004.10.011,CrossRef
"Experimental Determination of N and O-atoms, of N2(A) and N2 (X,v&gt;13) Metastable Molecules and N2+ Ion Densities in the Afterglows of N2-H2, Ar-N2-H2 and Ar-N2-O2 Microwave Discharges","H. Zerrouki, A. Ricard, J. P. Sarrette",2021,Plasmas afterglows with N2 for Surface Treatments,10.9734/bpi/mono/978-93-91595-70-8/ch6,CrossRef
Measurement of W gamma and Z gamma production at the LHC,Song-Ming Wang,2012,Proceedings of XXIst International Europhysics Conference on High Energy Physics — PoS(EPS-HEP2011),10.22323/1.134.0371,CrossRef
Generalized expressions of second and third order for the evaluation of standard measurement uncertainty,"M.A.F. Martins, R. Requião, R.A. Kalid",2011,Measurement,10.1016/j.measurement.2011.06.008,CrossRef
PRECISION MEASUREMENT OF UNIFORMITY OF MATERIALS BY GAMMA-RAY TRANSMISSION,"A Berman, J Harris",1951,,10.2172/4412530,CrossRef
Measurement of Doppler broadening of prompt gamma-rays from various zirconium- and ferro-borons,"Yusuke Tsuchikawa, Tetsuya Kai, Yuta Abe, Yuji Ohishi, Yifan Sun, Kenichi Oikawa, Takeshi Nakatani, Ikken Sato",2021,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",10.1016/j.nima.2020.164964,CrossRef
Line-shape study of CO perturbed by N2 with mid-infrared frequency comb-based Fourier-transform spectroscopy,"Akiko Nishiyama, Grzegorz Kowzan, Dominik Charczun, Roman Ciuryło, Nicola Coluccelli, Piotr Masłowski",2024,Measurement,10.1016/j.measurement.2024.114273,CrossRef
Gage Monitoring as a Basis for Measurement Process Capability,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.1007/978-3-446-42955-0_2,CrossRef
"Pressure broadening of the 118.455 cm−1 rotational lines of OH by H2, He, N2, and O2","K.V. Chance, D.A. Jennings, K.M. Evenson, M.D. Vanek, I.G. Nolt, J.V. Radostitz, K. Park",1991,Journal of Molecular Spectroscopy,10.1016/0022-2852(91)90012-y,CrossRef
Economic optimization of the acceptance in testing under the existence of the measurement uncertainty,"Katsuhiro Shirono, Hideyuki Tanaka, Masayoshi Koike",2021,Measurement: Sensors,10.1016/j.measen.2021.100087,CrossRef
Investigation of the measurement uncertainty of the potential drop method for structural health monitoring,"Erik Schneegans, Joachim Hug, Christian Rembe",2025,Measurement: Sensors,10.1016/j.measen.2025.101832,CrossRef
An Uncertainty Descriptor for Quantitative Measurement of the Uncertainty of Remote Sensing Images,"Qi Zhang, Penglin Zhang",2019,Remote Sensing,10.3390/rs11131560,CrossRef
Collisional Broadening of CO2 1000–0001 Transition Lines by O2 and N2 in the Range 300–700 K,"K. I. Arshinov, O. N. Krapivnaya, V. V. Nevdakh, V. N. Shut",2017,Journal of Applied Spectroscopy,10.1007/s10812-017-0538-8,CrossRef
Measurement of the Direct CP Asymmetry in b --&amp;gt; s gamma Decays,B Aubert,2004,,10.2172/826810,CrossRef
A Measurement of the Neurton and Gamma Transmission of a Protective Vest,Samuel F. Trevino,2005,,10.21236/ada436317,CrossRef
A Bayesian method for on-line evaluation of uncertainty in measurement of Coriolis flow meters,"Yunli Wang, Sijia Wang, Cyrille Decès-Petit",2021,Measurement,10.1016/j.measurement.2021.109448,CrossRef
Kinetic friction coefficient modeling and uncertainty measurement evaluation for a journal bearing test apparatus,"João Luiz do Vale, Carlos Henrique da Silva",2020,Measurement,10.1016/j.measurement.2020.107470,CrossRef
Quantum Mechanics,Kerstin Fink,2004,Knowledge Potential Measurement and Uncertainty,10.1007/978-3-322-81240-7_4,CrossRef
Beam-broadening effects in STEM/EDS measurement of radiation-induced segregation in high-purity 304L stainless steel,"J.T. Busby, G.S. Was, T.R. Allen, E.A. Kenik, N.J. Zaluzec",1997,,10.2172/554847,CrossRef
Uncertainty of pressure measurement in a single-bed adsorber,"Mirosław Cezary Neska, Tadeusz Andrzej Opara",2021,Metrology and Measurement Systems,10.24425/mms.2022.138544,CrossRef
Purchase of Gages,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.1007/978-3-446-42955-0_14,CrossRef
Bibliometric review of measurement uncertainty: Research classification and future tendencies,"Nanang Kusnandar, Himma Firdaus, Ihsan Supono, Bayu Utomo, Iput Kasiyanto, Qudsiyyatul Lailiyah",2024,Measurement,10.1016/j.measurement.2024.114636,CrossRef
Fundamental uncertainty analysis of flowrate measurement using the ultrasonic Doppler velocity profile method,Noriyuki Furuichi,2013,Flow Measurement and Instrumentation,10.1016/j.flowmeasinst.2013.07.004,CrossRef
AMUEM 2005 Session A1 - Uncertainty Expression and the GUM,,2005,Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2005.1594602,CrossRef
Uncertainty analysis of liquid flow rate measurement with the pressure–time method,"Adam Adamkowski, Waldemar Janicki, Mariusz Lewandowski, Edson da Costa Bortoni",2021,Measurement,10.1016/j.measurement.2021.109866,CrossRef
Evaluation of coordinate measurement uncertainty with use of virtual machine model based on Monte Carlo method,"J. Sładek, A. Gąska",2012,Measurement,10.1016/j.measurement.2012.02.020,CrossRef
Measurement uncertainty for multiple measurands: characterization and comparison of uncertainty matrices,"Werner Hässelbarth, Wolfram Bremser",2007,Metrologia,10.1088/0026-1394/44/2/004,CrossRef
Evaluation of the Uncertainty in Indirect Measurements,"Pedro Paulo Novellino do Rosario, Alexandre Mendes",2025,Metrology and Measurement Uncertainty,10.1007/978-3-031-82303-9_6,CrossRef
The measurement uncertainty of reduction in area of metals in tensile testing system,"Tingdong Xu, Hongyao Yu, Zhenjun Liu, Zongwen Zheng",2015,Measurement,10.1016/j.measurement.2015.01.018,CrossRef
Analytical results for combined data and model uncertainty for machine learning regression,Andrew Thompson,2025,Measurement: Sensors,10.1016/j.measen.2024.101788,CrossRef
Evaluation of uncertainty of reference materials,"Jean Pauwels, Adriaan van der Veen, Andrée Lamberty, Heinz Schimmel",2000,Measurement Uncertainty in Chemical Analysis,10.1007/978-3-662-05173-3_6,CrossRef
Measurement uncertainty estimation of health risk from exposure to natural radionuclides in soil,"Vesna Spasic Jokic, Ljubica Zupunski, Ivan Zupunski",2013,Measurement,10.1016/j.measurement.2013.04.019,CrossRef
Verification of sensitivity analysis method of measurement uncertainty evaluation,"Mirosław Wojtyła, Paweł Rosner, Alistair B. Forbes, Enrico Savio, Alessandro Balsamo",2021,Measurement: Sensors,10.1016/j.measen.2021.100274,CrossRef
Diode-laser measurements of N2- and O2-broadening coefficients in the v3 band of CH3D,"Jacques Walrand, Ghislain Blanquet, Jean-Pierre Bouanich",1996,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,10.1016/0584-8539(95)01609-0,CrossRef
Quantum-mechanical noise in an interferometer: Intrinsic uncertainty versus measurement uncertainty,Wei-Tou Ni,1987,Physical Review D,10.1103/physrevd.35.3002,CrossRef
Geometrical product specifications (GPS). Coordinate measuring machines (CMM). Technique for determining the uncertainty of measurement,,,,10.3403/bseniso15530,CrossRef
Geometrical product specifications (GPS). Coordinate measuring machines (CMM): Technique for determining the uncertainty of measurement,,,,10.3403/pdcenisots15530,CrossRef
Estimation of the measurement uncertainty in the anisotropy test,"Daniel Antonio Kapper Fabricio, Pedro da Silva Hack, Carla Schwengber ten Caten",2016,Measurement,10.1016/j.measurement.2016.07.027,CrossRef
Hydrate–liquid–vapor equilibrium condition of N2 + CO2 + H2O system: Measurement and modeling,"Azad Jarrahian, Ali Nakhaee",2019,Fuel,10.1016/j.fuel.2018.10.017,CrossRef
On the Measurement of Risk,,,Studies in Risk and Uncertainty,10.1007/0-387-29311-6_1,CrossRef
PLUTONIUM FINISHING PLANT (PFP) GENERALIZED GEOMETRY HOLDUP CALCULATIONS &amp; TOTAL MEASUREMENT UNCERTAINTY,KEELE BD,2005,,10.2172/1025334,CrossRef
Representation of Random-Fuzzy Variables,,,Springer Series in Reliability Engineering,10.1007/978-0-387-46328-5_8,CrossRef
Forensic Science: Statistics Related to Results,,,,10.6028/nist.sp.1500-28pt2f,CrossRef
"Review for ""Kernel‐Based Bootstrap Synthetic Data to Estimate Measurement Uncertainty in Analytical Sciences""",,2024,,10.1002/cem.3628/v1/review1,CrossRef
Geometrical product specifications (GPS). Coordinate measuring machines (CMM). Technique for determining the uncertainty of measurement,,,,10.3403/ddcenisots15530,CrossRef
"Uncertainty, Calibration and Probability",C.F Dietrich,2017,,10.1201/9780203734759,CrossRef
Uncertainty Models for Knowledge Based Systems: A Unified Approach to the Measurement of Uncertainty,,1986,Telematics and Informatics,10.1016/s0736-5853(86)80079-x,CrossRef
AMUEM 2005 Session M2 - Uncertainty Modeling and Expression 2,,2005,Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2005.1594597,CrossRef
Propagation of dynamic measurement uncertainty,J P Hessling,2011,Measurement Science and Technology,10.1088/0957-0233/22/10/105105,CrossRef
Measurement Uncertainty,Alex Williams,2004,Quality Assurance in Analytical Chemistry,10.1007/978-3-662-09621-5_13,CrossRef
"Review for ""Kernel‐Based Bootstrap Synthetic Data to Estimate Measurement Uncertainty in Analytical Sciences""",,2024,,10.1002/cem.3628/v2/review1,CrossRef
Calculation method for an asymmetric uncertainty interval,M. Koch,2005,Proceedings of the 2005 IEEE International Workshop on Advanced Methods for Uncertainty Estimation in Measurement,10.1109/amuem.2005.1594609,CrossRef
The Evaluation of Measurement Uncertainty,Giovanni Battista Rossi,2014,Springer Series in Measurement Science and Technology,10.1007/978-94-017-8825-0_9,CrossRef
Tunable diode laser measurements of N2- and O2-pressure broadening and pressure-induced shifts for 16O12C32S transitions in the ν3 band,"M.A. Koshelev, M.Yu. Tretyakov, R.M. Lees, L.-H. Xu",2006,Journal of Molecular Structure,10.1016/j.molstruc.2005.03.056,CrossRef
"16O3 N2-, O2-, Air-Pressure Broadening Coefficients γ0 and Temperature Exponent n for the Millimeter Wave Transitions at 301.813, 317.195, and 319.997 GHz","Guy Guelachvili, Nathalie Picqué",2019,Molecular Constants Mostly from Infrared Spectroscopy,10.1007/978-3-662-57960-2_153,CrossRef
An interpretation of the guide to the expression of uncertainty in measurement,Raghu Kacker,2000,,10.6028/nist.sp.500-244,CrossRef
Measurement Uncertainty,Han Haitjema,2019,CIRP Encyclopedia of Production Engineering,10.1007/978-3-662-53120-4_6599,CrossRef
Uncertainty evaluation of humidity sensors calibrated by saturated salt solutions,"Tzehung Lu, Chiachung Chen",2007,Measurement,10.1016/j.measurement.2006.09.012,CrossRef
Improving procedures for evaluating expanded uncertainty at measuring instruments calibrating,"Igor Zakharov, Olesia Botsiura",2025,Measurement: Sensors,10.1016/j.measen.2024.101732,CrossRef
Process and Procedures,,2016,Measurement Uncertainty in Forensic Science,10.1201/9781315400907-13,CrossRef
Simple Guide for Evaluating and Expressing the Uncertainty of NIST Measurement Results,Antonio Possolo,2015,,10.6028/nist.tn.1900,CrossRef
Uncertainty in discrete-time integration — The case of static gas meters,"Pier Giorgio Spazzini, Walter Bich",2024,Measurement,10.1016/j.measurement.2023.113821,CrossRef
On the degree of objectivity of uncertainty evaluation in metrology and testing,Franco Pavese,2009,Measurement,10.1016/j.measurement.2009.01.021,CrossRef
Gage Capability as a Measurement Process Capability Study,"Edgar Dietrich, Alfred Schulze",2011,Measurement Process Qualification,10.3139/9783446429550.005,CrossRef
Guidelines for evaluating and expressing the uncertainty of NIST measurement results,B N Taylor,1994,,10.6028/nist.tn.1297,CrossRef
Word error rate measurement uncertainty estimation in digitizing waveform recorders,"E. Balestrieri, M. Catelani, L. Ciani, S. Rapuano, A. Zanobini",2013,Measurement,10.1016/j.measurement.2012.08.016,CrossRef
"Democracy, Public Support, and Measurement Uncertainty","Yuehong Cassandra Tai, Yue Hu, Frederick Solt",,,10.31235/osf.io/y5fdv,CrossRef
Measurement Uncertainty,Ted Vosk,2013,"Encyclopedia of Forensic Sciences, Third Edition",10.1016/b978-0-12-823677-2.00315-9,CrossRef
Measurement Uncertainty Analysis of Ship Model Resistance and Self Propulsion Tests,Kenneth M. Forgach,2002,,10.21236/ada409338,CrossRef
Research Framework,Kerstin Fink,2004,Knowledge Potential Measurement and Uncertainty,10.1007/978-3-322-81240-7_1,CrossRef
A Variational Inference Approach to Inverse Problems with Gamma Hyperpriors,"Shiv Agrawal, Hwanwoo Kim, Daniel Sanz-Alonso, Alexander Strang",2022,SIAM/ASA Journal on Uncertainty Quantification,10.1137/21m146209x,CrossRef
On the Measurement of N2(A3Σ u + ) Metastable in N2 Surface-Dielectric Barrier Discharge at Atmospheric Pressure,"P. F. Ambrico, M. Šimek, G. Dilecce, S. De Benedictis",2008,Plasma Chemistry and Plasma Processing,10.1007/s11090-008-9131-5,CrossRef
Construction of Random-Fuzzy Variables,,,Springer Series in Reliability Engineering,10.1007/978-0-387-46328-5_5,CrossRef
Measurement Uncertainty,Han Haitjema,2014,CIRP Encyclopedia of Production Engineering,10.1007/978-3-642-20617-7_6599,CrossRef
"Bayes filter for dynamic coordinate measurements – Accuracy improvment, data fusion and measurement uncertainty evaluation","E. Garcia, T. Hausotte, A. Amthor",2013,Measurement,10.1016/j.measurement.2013.04.001,CrossRef
Ontology development for measurement process and uncertainty of results,"Priyanka Bharti, QingPing Yang, Alistair Forbes, Marina Romanchikova, Jean-Laurent Hippolyte",2021,Measurement: Sensors,10.1016/j.measen.2021.100325,CrossRef
